"","Week.x","Year.x","mean_t","mean_vpd","mean_swc","mean_gpp","mean_ET","mean_NEE","mean_ppfd","mean_SWP","mean_PP","mean_DF","mean_3sap","N.x","se_t","se_vpd","se_GPP","se_swc","se_ET","se_SWP","se_PP","se_DF","se_3sap","se_ppfd","yearweek","Week.y","Year.y","thermal_mean","thermal_sd","tdiff_daf_16m","tdiff_daf_8m","N.y","se_tdiff_daf_16m","se_tdiff_daf_8m","se_CANOPY_TEMP"
"1","18","2023",9.14426666666667,0.819980696443492,9.64844444444445,8.48997827059133,3.53773183176096e-05,-6.64540544436623,1226.9204,4.40006958933333,1.44353834133333,5.365907274,3.73650506822222,150,0.26322893510103,0.213205822312763,0.310375796688481,0.0288202170472853,1.83977024864071e-06,0.228246179898269,0.0779179802007648,0.24605016644739,0.182304489710303,49.7647913673699,"2023_18","18","2023",10.1190668745749,3.78681348010528,1.18058473171778,0.876263303146352,56,0.150316395809246,0.121302814558821,0.506034236791823
"2","19","2023",11.80396,1.12035122844971,8.57142857142857,9.12452369477943,5.13617150667806e-05,-7.14342529784514,1267.57222857143,5.23439209542857,1.60023628628571,5.9596135,4.26474729390476,175,0.28703089394606,0.261883909742894,0.320428787326727,0.0225758092188057,3.29747065982534e-06,0.221626251236361,0.068545673689478,0.219336361051268,0.167591616604767,45.209906481508,"2023_19","19","2023",14.3364337883249,3.70894894307306,1.7228416830617,1.56260484095643,76,0.154606000586736,0.129994909151737,0.425445621831776
"3","20","2023",13.4553771428571,0.884623034927429,8.48393650793651,7.82153180142914,5.62577592329198e-05,-5.6287556258112,986.205085714286,4.90423267428571,1.36582658285714,5.05849413142857,3.77618446285714,175,0.17000276295529,0.218188628624192,0.302310873857098,0.0785404067254548,3.34036520824805e-06,0.208299543774628,0.0617597527311264,0.184877446623807,0.149786662929063,45.3964046453562,"2023_20","20","2023",15.3227037900221,2.64471930480733,1.64740967237509,1.40721359394372,51,0.220873096254999,0.203235660904043,0.370334777036611
"4","21","2022",16.0296342857143,1.53371598578229,5.50673015873016,9.39087207493314,4.9059405184418e-05,-6.84437882815097,1317.82091428571,3.78992803657143,0.796573791428571,4.27002116571429,2.9521743312381,175,0.292508027178208,0.323942169735314,0.316380243824555,0.00359395559214219,2.42626764695737e-06,0.169382665621112,0.0385744255486154,0.143613847449688,0.114951672907048,46.6339359699322,"2022_21","21","2022",17.2227956765301,4.14000806258658,0.970326540727671,0.757610491344955,81,0.227383740228003,0.208251001166046,0.460000895842954
"5","21","2023",14.7809714285714,1.361785520172,8.60653968253968,8.76027669871543,4.65171059777878e-05,-6.2448387813868,1318.71617142857,6.13426062857143,1.98421083714286,5.81597934285714,4.64481693619048,175,0.173759750985756,0.211332169872332,0.268552787619093,0.039067376628754,2.0448644145288e-06,0.191687896014838,0.0678055873448244,0.161386774691375,0.137359334638401,45.0443855384492,"2023_21","21","2023",16.4233638479435,2.0046843416447,1.78163545288174,1.41361076152372,81,0.115707903314154,0.0946701315968265,0.222742704627189
"6","22","2022",15.5510857142857,1.46405232252743,5.29130158730159,9.21044868783371,3.48256656705253e-05,-6.42092394511474,1347.46868571429,2.37935440857143,0.589678665142857,3.16993613142857,2.04632306838095,175,0.265710498269174,0.318204529073207,0.273696668524954,0.00429305594011854,1.87642667857975e-06,0.125883160152869,0.0369140226945576,0.119505709008574,0.090885273777906,46.4289008872274,"2022_22","22","2022",16.4853899190053,4.33855113302883,1.08667350109483,0.646583948856025,67,0.261672491695338,0.24454775694055,0.53003838123355
"7","22","2023",13.0738114285714,1.13837857118057,7.29879365079365,10.4192502686057,4.34046272720261e-05,-7.9916956917,1249.68331428571,5.50893906285714,1.67519766971429,5.58041457028571,4.25485043428571,175,0.24245608684566,0.262447356491274,0.297803550461741,0.0200551589049304,2.21988278355755e-06,0.209031407037331,0.0692689996520221,0.181749653021374,0.150517892584534,44.5379432807658,"2023_22","22","2023",15.0647298490724,3.01492045822327,1.79595520118508,1.49778618710058,71,0.131094411276677,0.122682398888103,0.357805230073278
"8","23","2022",19.6934285714286,1.77946686527886,5.12869841269841,5.59477755961023,4.06624847181681e-05,-3.50900693552646,1218.39537142857,0.884443023428571,0.128354046857143,2.30962844628571,1.10747517219048,175,0.258379740067619,0.303085389762442,0.216265517570151,0.00301398456320976,1.88111816658563e-06,0.0575674937157965,0.0101768272732099,0.0856356915990998,0.0482166198165937,45.9530675098149,"2022_23","23","2022",19.7684501102072,4.02214873238071,0.760504904727727,0.549409014316768,73,0.205713629855149,0.20195848316577,0.4707569018313
"9","23","2023",15.0960342857143,1.40072714822343,6.62228571428571,9.53021376495029,3.8981866443448e-05,-7.10335863890343,1208.12611428571,5.60262418857143,1.54591645257143,5.65098930285714,4.26650998133333,175,0.237173965361844,0.281698901407506,0.282054476082802,0.012538007135206,2.16217905937098e-06,0.196232957973946,0.0580907410389181,0.174870097442639,0.140438807398674,43.8967800039801,"2023_23","23","2023",16.528022699927,3.01096990953784,1.80760016471572,1.4821917140115,71,0.142874634108439,0.130147498478644,0.357336386201311
"10","24","2022",20.7404,1.96129679996057,4.98031746031746,6.15698937294857,3.40247176637451e-05,-3.36243564790086,1130.72297142857,0.437186536,0.0804838548571429,1.43635613942857,0.651342176761905,175,0.261159777327835,0.449293232570238,0.235561625179079,0.00439806909787073,1.97039795806793e-06,0.0294319202441263,0.00845986513316687,0.0684895477854679,0.0313818364309498,47.5295841273487,"2022_24","24","2022",21.5483141378697,3.68877657374692,0.31984191564745,0.27234191564745,72,0.1640718416661,0.150672281261535,0.434726488263088
"11","24","2023",14.7357257142857,1.40993679048571,6.22507936507936,9.53841557745714,4.42608266676371e-05,-6.8033299103696,1315.49508571429,5.027170224,1.28836522457143,5.07535168,3.79696237619048,175,0.265586775149161,0.304060089130792,0.270590200970681,0.00538242495292706,3.0801159581064e-06,0.1921109768196,0.0537754446030643,0.164620004431436,0.134428699118498,43.9476699251288,"2023_24","24","2023",15.8148446726717,3.19362914737842,1.78940989006301,1.47769249875866,46,0.183893901528962,0.196512821036307,0.470874928722771
